['07/16/19 18:51:16', 3052.13352394104, 13.75, 56.75]
['07/16/19 18:51:26', 3062.133278131485, 13.625, 56.6366]
['07/16/19 18:51:36', 3072.133893966675, 13.562000000000001, 56.41160000000001]
['07/16/19 18:51:46', 3082.133400917053, 13.5, 56.3]
['07/16/19 18:51:56', 3092.1332659721375, 13.437000000000001, 56.1866]
['07/16/19 18:52:06', 3102.1335139274597, 13.312000000000001, 56.075]
['07/16/19 18:52:16', 3112.133374929428, 13.25, 55.85]
['07/16/19 18:52:26', 3122.1332879066467, 13.187, 55.736599999999996]
['07/16/19 18:52:36', 3132.133952140808, 13.125, 55.625]
['07/16/19 18:52:46', 3142.2135260105133, 13.0, 55.5116]
['07/16/19 18:52:56', 3152.2132580280304, 12.937, 55.2866]
['07/16/19 18:53:06', 3162.213725090027, 12.875, 55.175]
['07/16/19 18:53:16', 3172.214851140976, 12.812, 55.0616]
['07/16/19 18:53:26', 3182.2132670879364, 12.687, 54.836600000000004]
['07/16/19 18:53:36', 3192.213352918625, 12.625, 54.725]
['07/16/19 18:53:46', 3202.214846134186, 12.562, 54.611599999999996]
['07/16/19 18:53:56', 3212.213282108307, 12.5, 54.3866]
['07/16/19 18:54:06', 3222.2133440971375, 12.375, 54.275000000000006]
['07/16/19 18:54:16', 3232.2134070396423, 12.312, 54.1616]
['07/16/19 18:54:26', 3242.214775085449, 12.25, 54.05]
['07/16/19 18:54:36', 3252.2133729457855, 12.125, 53.9366]
['07/16/19 18:54:46', 3262.213346004486, 12.062, 53.711600000000004]
['07/16/19 18:54:56', 3272.2148609161377, 12.0, 53.6]
['07/16/19 18:55:06', 3282.213361978531, 11.937, 53.486599999999996]
['07/16/19 18:55:16', 3292.213346004486, 11.875, 53.375]
['07/16/19 18:55:26', 3302.2132790088654, 11.812, 53.2616]
['07/16/19 18:55:36', 3312.213352918625, 11.687, 53.0366]
['07/16/19 18:55:46', 3322.2149860858917, 11.625, 52.925]
['07/16/19 18:55:56', 3332.213280916214, 11.562, 52.8116]
['07/16/19 18:56:06', 3342.2133400440216, 11.5, 52.7]
['07/16/19 18:56:16', 3352.2135379314423, 11.375, 52.475]
['07/16/19 18:56:26', 3362.2144560813904, 11.312, 52.361599999999996]
['07/16/19 18:56:36', 3372.2133519649506, 11.25, 52.25]
['07/16/19 18:56:46', 3382.2133419513702, 11.187, 52.1366]
['07/16/19 18:56:56', 3392.214374065399, 11.125, 52.025000000000006]
['07/16/19 18:57:06', 3402.213346004486, 11.0, 51.9116]
['07/16/19 18:57:16', 3412.21338391304, 10.937, 51.6866]
['07/16/19 18:57:26', 3422.2134149074554, 10.875, 51.575]
['07/16/19 18:57:36', 3432.214373111725, 10.812, 51.461600000000004]
['07/16/19 18:57:46', 3442.2133440971375, 10.687, 51.236599999999996]
['07/16/19 18:57:56', 3452.213313102722, 10.625, 51.125]
['07/16/19 18:58:06', 3462.2143959999084, 10.562, 51.0116]
['07/16/19 18:58:16', 3472.2136211395264, 10.5, 50.900000000000006]
